"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
22180,47,"CHL","Chile",6,"Coquimbo",18,"Elqui",116,"Paiguano","","","Comuna","Municipality"
22181,47,"CHL","Chile",6,"Coquimbo",18,"Elqui",117,"Vicuna","","","Comuna","Municipality"
22182,47,"CHL","Chile",6,"Coquimbo",19,"Limarí",118,"Combarbala","","","Comuna","Municipality"
22183,47,"CHL","Chile",6,"Coquimbo",19,"Limarí",119,"Monte Patria","","","Comuna","Municipality"
22184,47,"CHL","Chile",6,"Coquimbo",19,"Limarí",120,"Ovalle","","","Comuna","Municipality"
22185,47,"CHL","Chile",6,"Coquimbo",19,"Limarí",121,"Punitaqui","","","Comuna","Municipality"
22186,47,"CHL","Chile",6,"Coquimbo",19,"Limarí",122,"Rio Hurtado","","","Comuna","Municipality"
22187,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",123,"Codegua","","","Comuna","Municipality"
22188,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",124,"Coinco","","","Comuna","Municipality"
22189,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",125,"Coltauco","","","Comuna","Municipality"
22190,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",126,"Donihue","","","Comuna","Municipality"
22191,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",127,"Graneros","","","Comuna","Municipality"
22192,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",128,"Las Cabras","","","Comuna","Municipality"
22193,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",129,"Machali","","","Comuna","Municipality"
22194,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",130,"Malloa","","","Comuna","Municipality"
22195,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",131,"Mostazal","","","Comuna","Municipality"
22196,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",132,"Olivar","","","Comuna","Municipality"
22197,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",133,"Peumo","","","Comuna","Municipality"
22198,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",134,"Pichidegua","","","Comuna","Municipality"
22199,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",135,"Quinta de Tilcoco","","","Comuna","Municipality"
22200,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",136,"Rancagua","","","Comuna","Municipality"
